id,concat_comments
334674906,sticky surfaces in kitchen  rotten food in refrigerator  stove top   counters smeary  drain in tub not working properly  floors not vacuumed properly
467564282,Everything was great at this unit we did report to you that the hot water knob in the shower is faulty
464417067,Schr nke
464415211,The shower closet to the bedroom had hairs in it  It made me question how thoroughly it was clean 
464391781,space was clean
442122365,The crevices in the tile are black  They need a deep clean 
456455146,The from lobby and elevator areas did not smell good at all   The apartment itself was fine 
456469210,Floors were gritty
713131467,Dirty laundry under the bed  Terribly dirty floors  Every high touch surface like light switches and faucet handles and such was filthy  I know because I could see smudges and then clean them all with anti bacterial wipes  I was expecting extremely clean  as this unit was certified on AirBnb as  enhanced clean   It wasnt even clean  much less  enhanced  clean    
623298754,Carpet and floors were a little bit dirty  but other than that everything else was perfect
164307513,Your guest suggested that your space could be cleaner in the following areas  dust  floors and carpet 
428684836,When entering into the apartment there was dust balls on the floor and on the walls  I could tell the apartment had not been recently clean  There were multiple stains on our white comforter
710283398,The floors were not clean and sticky in some areas   The mattress cover had a burn hole in it   The tv in the main room wasnt level   And it seemed like the leather chair in the main room was bent and hanging on for dear life 
137480814,Your guest suggested that your space could be cleaner in the following areas  shower  bathroom 
620675807,Tub and inside the oven needed some extra attention
638722796,there was hair on the wall
538434735,Smelled like leftover cooking smell  main carpet area where bed is did not seem vacuumed
538414983,DARK CURLY HAIR EVERYWHERE  On the sheets blankets  On the towels  All over the shower and sink 
613664290,The place appeared to be generally clean upon arrival  Once I was there for a bit  I noticed the floors were very dirty  as though they hadnt been properly swept and mopped  the coffee table was covered in a layer of dust and the bathroom showed dirt not he dark gray tile 
598707105,It wasnt an issue of cleanliness  more maintenance  Light out on bathroom
585345392,There had been some construction inside the apartment and no one clean up afterwards   Also crumbs and a condom wrapper under the sofa cushions   When I complained Zencity offered to come clean but I think this should have been done before we arrived 
638500601,The walls in the bedroom were dirty  The bathroom looked clean but the tub was gross and was stopped up so when you shower your standing in water  The floors need scrubbed and the cabinets were absolutely nasty on the outside  There were no pot holders there weren t any knives to properly cut things 
598187099,The carpet was dirty throughout the apartment 
603655044,Floors were dirty  Not just fuzz but crumbs and dirt And such 
625986401,There was spiders everywhere and most importantly there was mouses running around    the bathroom were filthy and let s just say with everything going on these days everything should of been much cleaner   I rented the places for    days and  I felt like I was stuck in a hell hole worst experience in my life 
626654821,Generally the clean could have been better   very strong smoking odor  I had to have the door open  hair in the shower drain  vacuuming hadn t been done well 
413978739,We corresponded about this   The unit had not been clean and reeked of marijuana   You did arrange for a prompt clean  but the smell persisted for days  it faded over the course of our stay  but each time we entered the unit we had a fresh  hit   
623176654,Dishes in the dishwasher  trash in the corner by the bed  and stain on the comforter 
336682758,There were long hairs in the towels and in the carpet  Clearly someone with long hair had stayed there recently  It wasn t terrible but it was not ideal 
669634973,Could use a paint job throughout  Kitchen cabinets are sticky and could use a good degreasing 
607799263,The shower floor was a bit dirty 
607360383,The apartment smelled a bit smokey for the duration of our stay but was otherwise very clean 
649127735,Tub drain backed up during shower  Sink also backed up immediately 
632022279,Floor wasn t clean  but everything else was
623834577,There was potatoes left in the oven and some kind of sauce splattered on the wall
617326360,Food on drawer
631269866,the carpet had spots
601481898,The bed sheets were not clean  They had multiple strands of long hair and were all wrinkled as if somebody had just slept in them  Somebody pooped in the toilet and didnt flush it so the bathroom smelled  The couch had multiple white stains and the kitchen sink was not clean either 
619857114,Shower looked like it hadn t been clean
492841741,No toilet paper on roll when we arrived and dirty cup of sunflower seeds found on windowsill   Towels still in dryer  Also the fans dont work in the entire place  if they are on you cant turn them off and if they are off cant turn them on 
592213464,There were a lot of crumbs on the rug in the living room  as well as the kitchen floor   the rest of the air b b was clean
606670582,Upon arrival we quickly notices the whole place had not been clean 
706971909,Stove needs new pans  the are so dirty they cannot be clean anymore  Bathroom vanity is rusted and dirty inside  I would not put anything in it and shower curtain bar is rusted  Bedroom closet was dusty 
722383215,The bathroom in the master bedroom had a toilet that did not work and maintenance did not come to fix it  Even though it was an extremely easy and low cost to repair 
620941313,There were a lot of hairs in the bathroom that weren t mine
610612690,A towel hook had fallen off and was lying on the floor with paint and drywall  before we got there  there were large scuffs on the walls 
620554058,Apartment was mostly clean except oven was smoking  I believe there is caked on grease that causes the oven to smoke when it s turned on  Bath tub also was coming apartment 
619426862,Just had a musty smell
721937215,Rug was not vacuumed and had hair clumps all over it 
720122761,This place wasnt immaculately clean or upto the airbnb essential clean standards which is why we bring our own clean supplies everywhere 
720076330,Hair and stains on the sheets
718073042,Not sure if the apartment had a chance to get clean between guests as we had to clean the bathroom and bedroom before we used it 
605939814,No biggie but a lot of small hairs in the bathroom sink  must have been caught around rim of the sink cause when water ran they appeared  Hair and fuzz on the floor by the trash can in BR  Counters could have been wiped better   A note to your clean people 
711636635,I also emailed my suggestions to the inbox and in a private message 
222406570,Your guest suggested that your space could be cleaner in the following areas  floors and carpet  towels and linens  Additional comments   Bed linens were dirty and the floors had visible dust and other items lying around   
711266095,Dishes not clean  as discussed in pms
623667787,Did not know
623655166,There was a lot of dog hair on the floor  We had to swiffer a few times but other than that everything was clean and neat 
721988090,I wouldn t know I was informed   minutes before check in that I wouldn t be able to stay there 
713892047,Stains on furniture  bedding  and rug
710303834,Living room  Couch pillow had stains  Bathroom  Towel for shower was stained  hair dryer had grime  floor was dirty  Kitchen  Dishes were dirty 
623651061,Smoke smell in one of the bedrooms from previous guest
351358144,There is some stains on bed 
722837985,The bedding themselves weren t necessarily dirty  However  we found several strands of hair on the bedding  And in the bathroom shower floors  The common area was mostly clean  We did notice a few stains and  crust   most likely from food  On a few pillows and towels and in one of the recipe books that were left  The kitchen was clean to expectation 
425187857,Sheets  comforter  towels were  stained  had hair in them  had crumbs  lint  The bathroom floor and bathtub still had hair on them  The rug in the living room was stained and overall just looked dirty  The kitchen sink had leftover food in it 
494125006,At first glance everything was fine there needs to be more attention to detail  Floors were not swept or vacuumed adequately  there were Plastic beads all over the common space from a previous guest  We swept the space ourselves it was so gross feeling       clean fee is a joke 
515855539,There were a lot of insects  flies  centipedes  tiny creatures   and the floor between the front hall and the living room was slightly sticky  it left residue on my socks and feet 
514119285,Hair in the tub and stains on the white towels  Thats the bad thing about having white towels  if they arent immaculate it will be noticed  Just use a darker color 
711933791,Carpets are grungy and shredding at the seams   The bathroom and kitchen were clean   The walls in one of the bedrooms had five large unpainted Sheetrock patches 
330573054,Multiple hairs found on bathroom floor from people that stayed before us  Floors had dirt and dust throughout the space 
551956934,The space was not clean well before our arrival at all  There were crumbs on the floor  dirt in the shower and our feet were black after walking on the floor for a few minutes 
217984273,Your guest suggested that your space could be cleaner in the following areas  kitchen  Additional comments   Dishes were left in the sink  
459672454,Rating it a bit less than   due to ant issue   Thanks for addressing in timely fashion 
630619389,The floor was not vacuumed and there was a used bandaid at the top of the shower door  No paper towel 
592724122,The first bathroom was completely disgusting  The quantity of dry pee on the toilet and boots stains on the floor would suggest that it hadnt been washed in a while    We had to do what we can to clean most of it ourselves with the limited products in the unit before using it 
713103476,It was clear the place hadnt been clean before I go there  The sheets were stained  the floor was dirty  and I even found chewed  dried gum on a chair in the bedroom 
708176193,The place was really dusty  the mirror was dirty and so were the windows 
618664140,Bed linen had scattered hairs throughout  That being said  towels  bathroom and entire unit was super clean 
713123626,The entire place was covered in dust  the appliances in the drawers had crusted food still all over them  Upon entering the establishment there was a strong smoke odor that filled the entire loft 
700260978,It wasn t clean well at all  we had to Go through and sweep  mop  dust and lint roller everything to feel comfortable  When we got there I sent just a few pictures of the many problems and didn t get any response 
626686714,The showers had footprints in them  there was throw up in the master bathroom sink  the floors were dirty  the water alarm went off  there was food in the kitchen sink  urine on the toilets  ash on the master bedroom bathroom floor   
594393498,Apartment dusty and needed to be clean a little better  Probably due to hardwood floors throughout  My allergies started acting up due to the amount of dust  This was an older building so that may have contributed to the difference between the newer unit in Soulard that wasn t as dusty 
579458516,Crumbs of trail mix on couch  out of hand soap in bathroom
617285750,Bathroom  The toilet was not clean and had evidence of remnants  Also  a bathmat towel was left in the floor  Unsure if it was clean or used    Kitchen  The sink had food scraps tucked in the corners of the sink and stuck on the sides 
671163717,Cookware was dirty and there was not hand soap at each faucet  Bathroom tub had rust stains and the finish was missing in areas 
611670597,Had enough clean towels for one person   rest of the towels were dirty in the washing machine 
598994260,Apartment was clean with the exception of the inexplicable amount of long  thick black hair scattered around the apartment  As someone with very long hair I understand how it can be left behind seemingly everywhere without noticing but the amount in this apartment was almost disturbing  In every room there was a clump of hair  on the couch  on the bed  wrapped in the bamboo mat on the floor in the bathroom   everywhere  It didnt bother me much it was just disturbing and Im slightly concerned for the health of the person to which it belonged  Other than that  the duvet smelled like sex  I know its a weird thing to say  but you know it when you smell it and especially when its not yours  lol  
598652125,Bedroom area rug has an oil stain towards balcony  Bathroom has many grout areas with mold  jacuzzi had filthy stained water in the jets  Kitchen cabinet doors were very greasy  Remotes for tv very greasy 
598225829,A peculiar bad smell from the carpet as soon as you enter the apartment
401035584,The place was pretty clean  the only thing I would really day is there were small white fibers everywhere in the apartment  I think its from the wool rug   And the bathroom and bedroom did not have trash bags in the trash bins  and we couldnt find any in the w d closet 
210291071,Your guest suggested that your space could be cleaner in the following areas  floors and carpet 
369160474,The bathroom leaked when we took a shower so water was all over the floor  We thought maybe it was the curtain and that the water goes out and around from the other side too
595662830,Chipped floor in bathtub  hair in every towel and washcloth
590762586,The bathtub had a ring around it and short curly black hairs in it  The dishes that were put away in the cupboards were not clean  The counters were sticky in the kitchen  Having to pay a     clean fee and finding the place in such an awful state was extremely upsetting
588448936,Blood on the sheets and bathroom was filthy it was never clean before me and my   yr old got there  Just nasty I paid a clean fee just to have to clean up soon as I got in the door and buy blankets 
571840387,Few hairs found in bathroom
563346369,the oven wasnt clean
551859665,The comforter was covered in stains  one was about     of the whole comforter  Some of the stains looked like marker  while others appeared to be soiled marks  After removing the comforter we found the overall sheets were covered in body hair  not all of which appeared to be from the head    Overall the apartment was clean  The fridge had a few items that apparently were not clean by the clean service  But mostly the bed was disgusting  Thankful the spare sheets were clean and we could sleep  The rest of the apartment was great 
550909088,I don t think the rug in bedroom was vacuumed  Seemed pretty dirty 
548072033,The floor is oily 
540531301,Tub
538473696,The shower bathtub doesnt drain well  so when you take a shower  youre standing in several inches of dirty water and the slow draining leaves dirt all on the tub 
532884461,The condo was clean for the most part  but there was hair in the shower from a previous guests  As soon as I turned the shower on  it was clear why  the water in the tub did not drain  More specifically  the tub would be completely full with standing water by the time I finished my fastest shower possible  and still would not have drained completely by the next day  It was disgusting 
532389391,Comforter in the bedroom appeared to have hair and fuzz on it  pet hair   but the sheets were nice and clean  Almost all of the dishes in the cupboards were not clean and had to be rewashed before using 
528765152,There were no major issues  and everything was very clean overall  The only thing that did not seem as clean were the sheets  I found a bunch of hair on the sheets  and wrinkles that made it seem like the sheets had not been changed since last use 
505069811,As I already let you know  the blinds at the front window were very dirty  it was good you let them clean the next day  But overall the apartment was not very clean  There was a lot of dust under the beds and on the bedside tables  There were toothpaste stains behind the sink in the bathroom  I clean them myself  And in the sheets of our bed were a lot of long black hairs  we all are blonde  We were very happy with the apartment  the size  the style  the big kitchen and the location  But you really need to do something about the clean 
489416305,I had to stay in for a half a month  lad to use the same bed linens for that period  I asked the management about it and told me there is a extra linens in the wardrobe  There was but they were used and had a bad odor 
489376697,Shower curtain was a bit used and had mold 
489343789,Peeling paint on ceiling rusty light fixtures in bathroom  Floors not fully clean  oily substance on floor 
483503910,There was trash and scum on the night stands  brown gross spots on the comforter  black marks on the sheets  hair EVERYWHERE on the sheets and pillows  the floor had clearly not been vacuumed or picked up  there was a stretchy band from a new item in plain sight and crumbs all over the rug   I gave   stars for communication  though  because the host was very apologetic and sent cleaners to clean 
482633216,Everything was very clean except the bathroom floor and shower 
480832069,Complete sewage smell going through the apartment that wasn t in the hallway outside in the place 
479093692,Thankfully brought my own sheets
476678832,There was a bag of open coffee in the cupboard and sugar spilled in there as well   There was also a dirty pizza cutter in the drawer   The soap dispenser didnt work either and the water pressure was so low in the kitchen it was very difficult to clean anything 
476591037,bed sheets were clearly not clean  there was dirt   hair all over  bed sheets in the closet were also not clean so i had to go to Target and buy my own bedding because i didnt trust they would bring clean sheets    overall  the apartment is in desperate need for a deep clean  its obvious its been quickly clean over and over again but with zero effort    when running the water in the bathroom  it came out brown at first   the garbage was full in the bathroom with toilet paper and paper towels   view was really nice
470894124,Found some hair in the sheets and on side table  Carpet also looked like it hadn t been vacuumed recently 
470042872,Overall the apartment was very clean  but there was some dark hair in the bathroom on the floor and around the door   wall when we arrived 
468067264,There was a strong  foul smell coming from the kitchen sink upon arrival 
467580755,We found hair and stains on the bed and the shower liner in the bath tub was a little moldy  The knob on the shower was also kind of messed 
465420290,Bathroom was clean but tub shower was clogged  I was standing in inches of water while I took a shower   Ick 
457205561,Few stains on the comforter
457202967,There was hair on the bedspread
452067322,There were dishes that had been put away dirty 
367835287,Entire second floor smelled of cigarettes  Seriously  Not ok 
367409875,Overall the house had the appearance of being clean however I noticed some crumbs and small paper on the kitchen floor along the cabinet s floor   As well as some spots in the tub that could have been scrubbed harder or with cleansing material that would have whiten it more 
563059410,There was hair in the shower and the floor made our feet dirty  Would help to have a rug somewhere in the common area because the hardwood was dirty very quickly  Also you all should figure out where the foul odor in the kitchen is coming from because it was very prominent for many hours of the day  Probably the only thing that will keep us from using that space again 
562389164,Pretty clean  the kitchen stove had a little of left over burnt grind stuck to the burner covers  The floors could ve been a little cleaner but other than that the rest of the place was spotless   
310639960,Floor could have been swept properly 
367321332,The bathroom could have been more thoroughly clean  It wasnt really dirty  just a few spots on the tub and toilet that could have been a little cleaner  Definitely not a deal breaker and on the whole the unit was very clean 
364849723,Refrigerator wasn t clean  There was food left in from previous guest 
364483903,The floors in the kitchen had clearly not been clean and there had clearly been something spilled  The bathroom floors were covered with hair  The bed linens were covered with hair and when I was told they were definitely clean but that there were extras in the closet in case I pulled them out only to find there were a bunch of big yellow stains on them and again  more hair 
554075643,Shower mat had curly black hairs on it when we arrived and the floor in kitchen by fridge was sticky  Carpet in living room was a bit dirty and fuzz balls could be seen on the floors in other rooms  Shower floor tub bottom was very slick and made it feel like you could easily slip 
362546015,The bedsheet looks quite old and a little bit wore out
310513895,the space is obviously intended to and is clean  Perhaps a bit nitpicky but the place has not apparently been subject to a deep clean with dust bunnies abundantly  observed in corners  on window sills  under the curtains  to be clear the place is clean just not perfect   stars
535544411,The floor wasnt swept or mopped  There was food stuck to the floor in the kitchen  There was dried fresh blood on a pillow case  The countertop in the kitchen wasnt wiped either 
668105669,Chunks of Hair in bedroom on the floor and stuck to the nightstand  Dishes left in dishwasher  only sponge provided in kitchen had been used  had hair on it 
350855295,Just needed a quick vacuum
353775179,Bathtub
350156382,The tub was clogged after one use  Something was dripping in the fridge on the ground  not sure what it was because we didn t use the fridge   Not your fault but the hallway and stairs were so dirty and it smelled 
349497523,the second blanket that my daughter would have used for the couch bed was wadded up  dirty and on the floor in the closet  The rest of the apt was very clean 
347005473,Overall the house was very clean  However we kept finding little things that hadn t been checked  Extra duvet had food crusted on it  Microwave hadn t been clean 
345924356,It was really clean but I did notice hair on the floor  specifically behind the door 
344481386,Needed vacuuming  but otherwise  very clean 
343180093,  Switch for Fan in bathroom   Switch for Garbage disposal in kitchen  seemed to have something in it upon our arrival as it smelled a little   could not figure out how to turn it on   run it to clear it up  Otherwise everything was clean   
334935399,The bottom sheet on the bed was a size too small  like someone tried to stretch a full size onto a queen  It kept coming off  And the top sheet had a reddish stain which was kind of gross  I would definitely try and get that stain out or buy new sheets  When I tried to find other sheets in the closet  they had a funny smell and were not folded very well so I wasn t sure if those were clean so we stuck with the stained ones  That was our main issue with cleanliness 
334319456,Ventanas
330594952,There was hair all over the door that was there as soon as we walked in  The kitchen had a foul odor  The hallway to our room smelt like fish 
330575315,Mirror was spattered  also the building is on the beat up side  particularly in the elevators  which are filthy and erratic
328581629,Dust under the bed
321912890,Unwashed  beddings and unclean sink
316123877,Hair around bathroom    floor and tub   Mold around tub water knob and jets   Lots of spiders   Though not unit specific  the stairwell and street entrances very dirty 
314276604,The rugs in the bedroom create white look alike dust bunnies when you walk around on them  We swept them up and put them in the trash  
310497284,some trash under the bed  one of the towels in the bathroom had brown spots on it   wasnt sure if they were stains or if it was used
307070936,El edificio est  descuidado y se ve que no lo limpian habitualmente  La alfombra del pasillo est  muy sucia e incluso dentro del departamento llega olor a Tabaco  El departamento no estaba bien barrido  con montones de polvo alrededor de los muebles 
659410225,There were some missed spots on the counter  and the walls were a little dirty
298777247,I checked in for my weekend stay around   pm so after a long day at work we are ready to shower and chill  The water didn t drain that night or throughout my stay  I notified my host he responded right away but nothing was ever done about this huge inconvenience  Not being able to use the shower or tub from Friday till Sunday  On the day of my check in I was notified that the washer and dryer would be unavailable  I responded with that s ok  Still waiting for the host to rectify this inconvenience  
297881275,There was A LOT of hair on the floor which I had to vacuum  myself 
297362029,The rug in the living room needed a vacuum   if you needed to do anything on the floor  eg yoga or in my case  stretch out my pulled back    
295535102,I would remove the area rug and bath mat
289589847,Your guest suggested that your space could be cleaner in the following areas  kitchen  floors and carpet  Additional comments   Dishes cuttlery werent clean in the cabineT  There might have also been sawdust or just a large accumulation of dust near the washroom entrance   outside of door   
288748506,Your guest suggested that your space could be cleaner in the following areas  kitchen 
288396660,Your guest suggested that your space could be cleaner in the following areas  shower  dust  floors and carpet 
280215427,My husband and brother felt allergic in the bedrooms  the closets smelled like they had been closed for a long time  and the headboard of the bed in the bedroom in the back seemed to have accumulated dust  so probably one of the sources for the allergies   Also  there was a subtle smell of smoke in the apartment  maybe because the neighbors smoke      that might be an issue for future guests  And we thought the stairs leading to the apartment were very dirty too 
272988302,One of the kitchen sinks looked  really rusty 
266787117,Your guest suggested that your space could be cleaner in the following areas  kitchen 
255195247,Your guest suggested that your space could be cleaner in the following areas  bugs  shower  Additional comments   There are ants everywhere  You really need to put something in the drains to kill the ants as every morning there would be loads crawling in all the sinks and showers  We didnt leave any food lying around and found them when we arrived     
252923082,Your guest suggested that your space could be cleaner in the following areas  dust  Additional comments   Only mentioning because I noticed  dust on the wallside edges of bedside tables  and underside of bathroom sink needs clean    
251303215,Your guest suggested that your space could be cleaner in the following areas  odors  shower or tub 
243950769,Your guest suggested that your space could be cleaner in the following areas  floors and carpet  Additional comments   As you know  cleanliness was a problem from the beginning  with dirty bathroom floors and drawers when we arrived   The subsequent clean was actually worse  with no attempt to clean the floors or vacuum the carpet   The  rd clean was much improved a  
241085510,Your guest suggested that your space could be cleaner in the following areas  shower 
238321245,     stars  clean service forgot to clean stovetop  some dishes in cupboard were not clean  but no big deal  
229281229,Your guest suggested that your space could be cleaner in the following areas  floors and carpet  towels and linens 
175794090,Your guest suggested that your space could be cleaner in the following areas  kitchen  Additional comments   The dishwasher was dirty  and the blinds I the kitchen window were not installed  The windows in bothe the kitchen and the bedroom were dirty    
165358816, Spot on comforter 
163126096,Your guest suggested that your space could be cleaner in the following areas  dust 
579369605,Halfway through my stay  I came back to the apartment and someone had been in the apartment and installed lights under the kitchen cabinets  They left the lights on and all of the dust  glue used to secure the lights  and screws on the counter tops and floor 
133594949,Your guest suggested that your space could be cleaner in the following areas  bathroom  Additional comments   Light broke  but host had stocked lightbulbs    
109451806,Your guest suggested that your space could be cleaner in the following areas  dust  bugs  towels and linens  Additional comments   Dust bunnies floating in corners of the apt  BIG cockroaches dead in the apt and in the hallways every day  several of the towels had stains on them   
625136906,had hand prints all on the walls  stains on every sheet they had and so of the curtains  Would ve been a nice stay if it wasn t so dirty
673480983,Floors in kitchen and in common areas were dirty not mopped good as you could see grime and spilled liquids all on kitchen floors   Ceiling appeared to have spilled soda splattered and wasnt clean   There was old
640207128,The spout for the shower was hanging out if the wall  and the sink was gritty  The sheets had small orange stains on them  and the carpet wasn t clean 
709644960,Around beds there was trash
613725066,A lot of the pots and pans had oil and were dirty  And also  little things like the bathroom not having soap in the soap dispenser or a trash can made this an inconvenient stay  Also  another little but irritating thing  Why would you have a coffee machine  creamer  and sugar for your guest but no filters  I ran to the store to buy coffee and got back to realize there was no filters  This is just my opinion  but if you have literally everything else I need to make coffee  why would you not have filters 
618669605,Overall clean  but looked like the bedroom carpeting needed vacuum  Couch had some light stains on it too  more noticeable because of lighter color   Cabinets and furniture starting to show signs of wear 
493549655,Seems like the clean was not as thorough as should be  not sure if it was because we requested an early check in or not
623779335,Most everything was Sparkling clean  We just noticed dirt and hair in the shower as if it hadn t been properly clean  Not massive deal to us 
628675162,bugs on wall but other than that very enjoyable
626137343,Upon arriving we walked in to sticky floors  super greasy  counters and kitchen sink  a water logged French press   spilling into the kitchen cabinet and down on the counters  There was also make up in the sheets  and poop in the toilet     We mopped the floors  clean the counter changed the sheets  clean the toilet   As we were getting ready to leave  we went to load the dishwasher and when we opened  it there was a piece of watermelon and a blob of soggy bread  We have pictures of everything  We won t write this  in the public section  We don t want to trash your rep and want your business to succeed  Hopefully there is motivation to get it right for the next client  Oh and spatulas and wine opener in the drawer had some kind of tomato sauce on it   The place is real cute  quiet  safe feeling and has great value  if clean 
644018750,Bamboo bathroom mat had a urine smell 
628506469,Glasses in cabinet wasn t clean
628556403,Washer still water in there
643368208,There was lipstick left on the cup  and there was thick pieces of food left in the sink  which had obviously not been clean out 
626829198,I was really excited to go to this place  considering they boasted meticulous clean standards  especially with current events such as COVID     However  I was really upset that many areas had cleanliness issues  The rug in the living room had what appeared to be hair balls  dusty curtains  and an overall surface level grime  It was particularly egregious in the bedrooms  where the A C units were covered in dust  and when we turned them on it triggered our allergies 
668716248,Stain on curtains and in the bathtub
640083008,Dirty furniture  dirty pillows  smelled of smoke and alcohol  cigerette burns  carpet stains  dirty hand prints and gross muck over all the handles and doorknobs  Dirty mop water left in toliet  All this topped by  a red fluid smeared all over the place  on furniture and drapes   absoluely disgusting  They did not care when i called  asked for a different room  they said they were booked but would send out a clean crew to fix the room  They never sent anyone and would answer my calls  They do not care about their guests health
661158798,Dishes were dirty in cabinets  Drawers in bathroom were dirty  Fridge was dirty  Appliances had film 
648999479,It was so mine fly in there the beds was broken the border was dirty I m    the stairs almost killed me the stove was dirty the towel rack broken  No I would not stay there again 
620677498,Dishes were dirty and sink was clogged
639077331,Just a few places but the host offered to send someone to spruce it up if needed 
626665733,The floors were dirty and sticky
701165421,The dark wall color choices allow for a lot of hand prints and water spots to show  The bathroom walls has old water spots all over from the shower condensation  as well as hand prints from people touching the walls  These prints were through due to the paint choices  Definitely made the space feel a lot less clean  There were also old towels left in the towel hampers from previous guests 
620105114,There were a couple of strange stains on the bedspread
621604336,Rug had remnants of crumbs of some sort  as well as a piece of broken glass we discovered  Very glad we didn t cut our feet  Spots on floor  as well as mysterious spot above my bed on ceiling that looked like a sticky white clear substance  Very repulsive to sleep under 
630230780,The rug had hair and crumbs on it 
617040426,Black hair in tub  floor   sink 
665497134,The dishes and silverware were dirty  With concerns of Covid  this really bothers me 
627988415,Smelled foul very foul
626322680,The cabinets need to be wiped out to remove caked up substance in bathroom and debris in kitchen  Also the shower curtain needs to be washed or changed  cloth was dirty at base and is tucked inside the tub to prevent water leaking out  so it posed a sanitary issue   Wipe down light switches to remove dirt thats very visible  Shower caddy needs to be wiped off to remove soap scum  For it to be a     clean fee  I expected a cleaner space  Please note that I wasnt uncomfortable in the unit but I would have appreciated paper towel on the installed paper towel holder  And the stove should be wiped down without leaving water marks and grease streaks 
620529635,The apartment was VERY clean  however  the common spaces  stairwell and hallways  were in much need of a vacuum  seriously bad 
619055091,We had to wait an hour after check in as the apartment was not yet clean by     
298744104,Shower slightly dirty and clogged  Otherwise  very clean
408165651,Draining issues with the water tub
622026465,Bed sheets had white solid stains  bathrooms floor was slightly dirty
616428552,You can tell is had been clean  just alot of hair left from the wet rag 
630403255,Everything was super clean  but Smelled of smoke when you enter the door 
627088226,The bathtub is painted and is peeling and ended up on my foot  There are other areas in the apartment where paint is peeling as well   Also  there were spots on some of the walls  I think the apartment needs a fresh coat of paint 
653529196,The floors were not clean
622515880,Burn marks on table that they accused me of
622918758,Clump of hair on the carpet  Construction dust all over laundry room area 
622312330,Kitchen counter top was sticky   Toilet was not clean  visible urine stains    Drain disposal was clogged  causing foul smelling dirty water to drain into dishwasher   Carpet has clearly not been vacuumed recently  crumbs etc   Shower had opened  partially used individual sized shampoo container sitting in it from previous user    If this place were clean  it would have been a   to   star experience 
711278415,shower curtains were stained
623078717,I had a mouse in my room and a large bug that I killed  I let them know however no one came to do anything about it
631151109,There were some bad smells when i got in  and when I used the dishwasher 
622376002,It was clear that the apartment was not clean as soon as we arrived  My husband pulled out the vacuum to start clean only to find it clogged with dog hair  The couch had hair on it as well  The shower curtains were filled with mildew 
324675476,There was a slight smell in the couch coffee table area  Not sure if its the brown chair or the rug  Wasnt a big deal for me but you might want to check it out 
646022414,Ants were in the bathroom and bedroom  I did not want to sit anything  on the floor because of the ants and with the bed essentially being on the floor I was worried the ants would get in the bed as well  some of the blankets sheets smelled
669641424,The space wasnt not clean before arrival so I had to wash the sheets and towels as well as clean the kitchen and empty garbages myself as soon as I got in
624042034,Refrigerator had food in it
667095123,The unit needs a deep clean   There were strands of hair every where  on the shower walls  I walked on the carpet several times and ended up with hair between my toes  The shower door railing is very dirty  There is a water spot in the bedroom ceiling above the bed that has mold in it 
631305704,The white comforter had a huge stain on it and it looked like the rugs hadnt been vacuumed in awhile  I was stretching on the ground and could just see filth in the rugs  There was dust and hair all along the baseboards as well 
673678395,The mirror in the room had hand smudges on it  which means it wasnt clean   The baseboards in the unit had dust build up on them  which means they havent been clean in quite some time   The bathroom had soapy residue on the sink  dirt in the corners  and the toilet had residue and stains on the outside of the bowl as well as around the inside rim 
623942929,The trash hasn t been taken out upon arrival 
626785733,Hey there  Surfaces were dirty  Floor was dirty  Shower was dirty  Greasy dirty cookie sheet left in the oven  The housekeepers rags left in the washer  Yikes 
628497897,Hair left everywhere  crumbs  dirty smelling bedding nobody vacuumed the carpets  You cannot control AC Unit    Corona Virus Central
642886216,The living rooms and one bedroom had duct bunnies hair clumps and seemed to not have been thoroughly vacuumed 
622740153,Staying here was an alright experience  The first night was rough because it was a domestic violence issue that occurred  Very sad to see  Next was the amount of dust in the place  So dusty that it got into my boyfriends and I  throat  Very disturbing  On top of that  the water was disgustingly filthy  Communication was iffy  Relayed some of the issues and it took  what it seemed  forever for the hosts to respond  Also  the pillows were yellow underneath the pillow covers  If we disregard all those major factors  it was a decent enough stay 
642833657,There was long hair all over the shower wall
627139573,Tub was a little dirty
654351635,The dishes left in the cabinets were dirty we had to rewash them 
649036929,My only complaint about my stay was that there were some hairs in various places  bathtub  floor  sheet  
646382823,Carpet in living and bedroom hadnt been vacuumed 
654377494,There were a few smudges on the pillows and the couch and a few items of garbage underneath the couch from previous guests
650234526,There was a lot of hair in the shower and trash under the bed 
623262240,Carpet and hardwood was gritty with a layer of pet hair 
625778068,Las cobijas no ol an a limpio  lo mismo con el sofa
625616429,Manager adjusted clean fee very responsive
624616469,The place was infested with bugs  I reached out to the company three times  They finally responded and said someone would be out but they never came out  Imagine bugs all over the bedroom night stand and bed  It was horrific  It seemed like the more we killed the more they came 
654833389,Lots of hairs in the bed
701190548,Looked like mold by the bathtub and some cobwebs
624937094,There was dirt  hair  and areas that looked dirty throughout the kitchen  bathroom and common area 
624037737,It was clean  not sparkling clean  however  as there was old hair on the baseboards and in the corners of bathroom and shower 
655654047,Kitchen was not clean  counter top was sticky when I got there  Sheets in the bedroom had spots on them and the bed felt unstable at night  Front room couch has stains and looks like it needs to be clean 
672951111,Rugs need clean 
626152441,Couches had lots of crumbs and food inside them  And the whole place smelled of weed upon my arrival 
626143437,We got accused for stains on sheets that we never slept under 
630612352,DUST which lead me to believe there wasnt any covid safe clean 
